Customer_ID,Customer_Name,Customer_Phone,Customer_Email,Customer_Address
1065,Customer 876,+1-788-120-5411,customer.876.41@demo.com,"738 Fourth St, New York, USA"
1024,Customer 242,+1-140-963-6892,customer.242.30@demo.com,"184 Third St, New York, USA"
1004,Customer 256,+1-452-490-1347,customer.256.95@example.com,"532 Second St, Los Angeles, USA"
1067,Customer 943,+1-142-341-2577,customer.943.29@demo.com,"650 Third St, Los Angeles, USA"
1013,Customer 844,+1-155-840-9273,customer.844.62@sample.com,"597 Second St, Houston, USA"
1052,Customer 221,+1-637-829-2416,customer.221.83@sample.com,"496 Fourth St, New York, USA"
1078,Customer 179,+1-148-166-3076,customer.179.3@demo.com,"263 Main St, Houston, USA"
1032,Customer 933,+1-562-769-5503,customer.933.85@example.com,"701 Park Ave, Phoenix, USA"
1049,Customer 543,+1-158-537-6547,customer.543.18@demo.com,"368 Park Ave, Phoenix, USA"
1007,Customer 377,+1-296-625-2292,customer.377.49@demo.com,"214 Second St, Houston, USA"
1087,Customer 584,+1-375-821-6717,customer.584.76@example.com,"862 Park Ave, Houston, USA"
1089,Customer 443,+1-339-460-9898,customer.443.70@sample.com,"29 Park Ave, Los Angeles, USA"
1037,Customer 286,+1-338-971-3500,customer.286.39@sample.com,"995 Main St, Los Angeles, USA"
1099,Customer 815,+1-977-840-3993,customer.815.16@sample.com,"839 Fourth St, Los Angeles, USA"
1093,Customer 803,+1-116-325-6848,customer.803.61@demo.com,"891 Second St, New York, USA"
1021,Customer 478,+1-628-784-5045,customer.478.69@example.com,"6 Fourth St, Houston, USA"
1038,Customer 962,+1-847-764-1467,customer.962.97@demo.com,"977 Park Ave, Houston, USA"
1004,Customer 235,+1-987-317-9464,customer.235.73@demo.com,"819 Fourth St, Chicago, USA"
1045,Customer 693,+1-360-222-5326,customer.693.24@sample.com,"420 Third St, Houston, USA"
1090,Customer 966,+1-473-753-2486,customer.966.54@example.com,"257 Park Ave, New York, USA"
1098,Customer 940,+1-963-206-5049,customer.940.35@demo.com,"72 Park Ave, Chicago, USA"
1052,Customer 170,+1-624-371-7276,customer.170.40@demo.com,"669 Main St, New York, USA"
1068,Customer 883,+1-608-546-1527,customer.883.68@demo.com,"539 Third St, Phoenix, USA"
1030,Customer 842,+1-147-698-3066,customer.842.13@demo.com,"490 Main St, New York, USA"
1006,Customer 108,+1-984-138-1938,customer.108.9@sample.com,"640 Third St, New York, USA"
1097,Customer 571,+1-133-118-5073,customer.571.72@demo.com,"225 Park Ave, Los Angeles, USA"
1052,Customer 901,+1-271-185-6305,customer.901.6@sample.com,"628 Fourth St, Phoenix, USA"
1065,Customer 3,+1-875-173-8583,customer.3.40@demo.com,"615 Main St, Chicago, USA"
1059,Customer 585,+1-655-181-9022,customer.585.39@sample.com,"567 Second St, Houston, USA"
1049,Customer 756,+1-832-541-5609,customer.756.18@sample.com,"233 Park Ave, New York, USA"
1056,Customer 226,+1-467-150-4969,customer.226.17@demo.com,"833 Park Ave, New York, USA"
1040,Customer 476,+1-964-985-9066,customer.476.98@sample.com,"277 Main St, Los Angeles, USA"
1044,Customer 754,+1-841-605-8143,customer.754.48@example.com,"791 Park Ave, Phoenix, USA"
1002,Customer 622,+1-536-306-1543,customer.622.43@demo.com,"433 Third St, Chicago, USA"
1081,Customer 95,+1-506-206-5268,customer.95.90@example.com,"480 Main St, New York, USA"
1098,Customer 949,+1-444-859-6828,customer.949.67@demo.com,"258 Third St, Chicago, USA"
1086,Customer 793,+1-131-747-9951,customer.793.71@demo.com,"201 Third St, Houston, USA"
1079,Customer 878,+1-222-973-4683,customer.878.31@example.com,"181 Fourth St, Phoenix, USA"
1028,Customer 973,+1-117-914-5509,customer.973.8@example.com,"959 Second St, Phoenix, USA"
1042,Customer 836,+1-488-180-5497,customer.836.33@sample.com,"483 Main St, New York, USA"
1008,Customer 579,+1-242-131-5364,customer.579.49@example.com,"459 Fourth St, Chicago, USA"
1087,Customer 648,+1-968-116-6413,customer.648.5@sample.com,"849 Third St, Los Angeles, USA"
1065,Customer 60,+1-715-728-7613,customer.60.80@sample.com,"989 Second St, Los Angeles, USA"
1051,Customer 371,+1-683-387-5426,customer.371.32@sample.com,"473 Second St, Phoenix, USA"
1055,Customer 564,+1-898-822-4091,customer.564.64@sample.com,"255 Fourth St, New York, USA"
1064,Customer 193,+1-786-612-4037,customer.193.23@sample.com,"763 Second St, Chicago, USA"
1005,Customer 956,+1-389-902-9425,customer.956.10@demo.com,"241 Third St, Houston, USA"
1081,Customer 650,+1-318-333-2925,customer.650.98@example.com,"595 Fourth St, Phoenix, USA"
1034,Customer 674,+1-480-724-6171,customer.674.23@example.com,"701 Fourth St, Phoenix, USA"
1026,Customer 791,+1-821-397-4354,customer.791.84@demo.com,"511 Fourth St, Chicago, USA"
1081,Customer 729,+1-445-731-3945,customer.729.2@example.com,"100 Main St, Chicago, USA"
1094,Customer 750,+1-942-195-9036,customer.750.78@sample.com,"946 Second St, Houston, USA"
1047,Customer 67,+1-424-766-6718,customer.67.85@example.com,"793 Fourth St, New York, USA"
1087,Customer 679,+1-105-341-1978,customer.679.83@sample.com,"981 Second St, New York, USA"
1053,Customer 690,+1-788-556-7844,customer.690.52@example.com,"557 Third St, Chicago, USA"
1043,Customer 742,+1-294-368-4090,customer.742.67@sample.com,"764 Fourth St, Phoenix, USA"
1065,Customer 863,+1-292-780-1915,customer.863.16@example.com,"487 Park Ave, New York, USA"
1057,Customer 855,+1-943-350-8975,customer.855.97@demo.com,"589 Third St, Chicago, USA"
1072,Customer 433,+1-173-353-4089,customer.433.25@demo.com,"33 Park Ave, Phoenix, USA"
1022,Customer 141,+1-918-690-1443,customer.141.22@example.com,"825 Second St, New York, USA"
1030,Customer 859,+1-581-949-6073,customer.859.76@demo.com,"668 Second St, Los Angeles, USA"
1090,Customer 147,+1-683-318-3953,customer.147.83@sample.com,"574 Park Ave, Phoenix, USA"
1025,Customer 860,+1-613-420-6416,customer.860.54@demo.com,"358 Park Ave, Los Angeles, USA"
1084,Customer 303,+1-877-828-3478,customer.303.36@example.com,"856 Fourth St, Phoenix, USA"
1016,Customer 119,+1-552-518-4656,customer.119.30@sample.com,"584 Main St, Chicago, USA"
1025,Customer 490,+1-797-825-1305,customer.490.49@sample.com,"331 Main St, Chicago, USA"
1029,Customer 97,+1-651-546-6758,customer.97.59@sample.com,"603 Park Ave, Houston, USA"
1040,Customer 216,+1-828-495-6620,customer.216.83@example.com,"964 Main St, Phoenix, USA"
1062,Customer 872,+1-755-283-4116,customer.872.70@sample.com,"673 Fourth St, Los Angeles, USA"
1010,Customer 858,+1-960-594-9813,customer.858.35@demo.com,"546 Main St, Phoenix, USA"
1029,Customer 662,+1-649-417-5629,customer.662.82@example.com,"655 Main St, Los Angeles, USA"
1062,Customer 347,+1-783-898-7262,customer.347.46@example.com,"500 Fourth St, New York, USA"
1047,Customer 479,+1-712-285-9117,customer.479.89@demo.com,"954 Main St, New York, USA"
1018,Customer 352,+1-769-944-1684,customer.352.24@demo.com,"984 Park Ave, Phoenix, USA"
1005,Customer 28,+1-932-601-2825,customer.28.62@sample.com,"774 Third St, New York, USA"
1034,Customer 214,+1-377-793-7659,customer.214.56@example.com,"877 Third St, Houston, USA"
1012,Customer 752,+1-101-311-5675,customer.752.81@sample.com,"685 Third St, Chicago, USA"
1056,Customer 173,+1-609-475-1473,customer.173.64@example.com,"403 Main St, Los Angeles, USA"
1006,Customer 258,+1-842-325-7566,customer.258.22@sample.com,"409 Main St, Chicago, USA"
1017,Customer 199,+1-820-444-8101,customer.199.81@demo.com,"734 Third St, Los Angeles, USA"
1076,Customer 325,+1-555-498-6350,customer.325.39@sample.com,"114 Park Ave, Los Angeles, USA"
1081,Customer 164,+1-210-857-1282,customer.164.29@example.com,"124 Fourth St, New York, USA"
1013,Customer 935,+1-890-416-2502,customer.935.91@example.com,"806 Fourth St, Houston, USA"
1073,Customer 657,+1-703-205-1477,customer.657.29@example.com,"903 Park Ave, Chicago, USA"
1001,Customer 464,+1-170-372-2210,customer.464.2@sample.com,"617 Second St, Chicago, USA"
1082,Customer 442,+1-168-615-4563,customer.442.21@example.com,"975 Main St, New York, USA"
1020,Customer 524,+1-789-676-6499,customer.524.10@demo.com,"634 Second St, New York, USA"
1080,Customer 994,+1-109-219-8802,customer.994.95@sample.com,"642 Third St, Houston, USA"
1013,Customer 205,+1-628-933-2315,customer.205.80@demo.com,"614 Main St, Phoenix, USA"
1048,Customer 971,+1-386-985-2539,customer.971.17@demo.com,"593 Second St, Phoenix, USA"
1082,Customer 137,+1-884-135-4545,customer.137.8@example.com,"438 Main St, Los Angeles, USA"
1021,Customer 232,+1-340-590-5297,customer.232.56@sample.com,"409 Fourth St, Houston, USA"
1049,Customer 6,+1-395-183-6134,customer.6.28@sample.com,"825 Main St, Chicago, USA"
1005,Customer 295,+1-918-398-1751,customer.295.44@demo.com,"31 Fourth St, Houston, USA"
1040,Customer 995,+1-346-459-5868,customer.995.63@sample.com,"527 Park Ave, New York, USA"
1067,Customer 376,+1-358-342-2119,customer.376.63@example.com,"770 Third St, Chicago, USA"
1062,Customer 441,+1-303-124-6672,customer.441.15@example.com,"144 Fourth St, Phoenix, USA"
1087,Customer 470,+1-762-807-6012,customer.470.99@example.com,"878 Fourth St, Houston, USA"
1059,Customer 13,+1-169-417-1375,customer.13.62@sample.com,"588 Park Ave, Chicago, USA"
1002,Customer 494,+1-867-655-9258,customer.494.92@example.com,"42 Third St, Chicago, USA"
1099,Customer 326,+1-633-501-4663,customer.326.26@example.com,"224 Third St, Houston, USA"
1054,Customer 469,+1-402-504-4859,customer.469.52@sample.com,"599 Second St, New York, USA"
1078,Customer 552,+1-975-340-5230,customer.552.74@sample.com,"410 Main St, Houston, USA"
1029,Customer 708,+1-685-917-7013,customer.708.69@demo.com,"900 Third St, New York, USA"
1047,Customer 415,+1-567-800-1944,customer.415.29@sample.com,"208 Second St, New York, USA"
1074,Customer 568,+1-279-774-6833,customer.568.12@example.com,"203 Second St, Chicago, USA"
1050,Customer 576,+1-349-545-8097,customer.576.61@demo.com,"910 Park Ave, Chicago, USA"
1025,Customer 207,+1-115-625-2359,customer.207.6@demo.com,"428 Third St, Chicago, USA"
1088,Customer 596,+1-125-672-7654,customer.596.32@sample.com,"841 Third St, New York, USA"
1079,Customer 171,+1-343-905-1037,customer.171.51@sample.com,"22 Second St, Los Angeles, USA"
1092,Customer 944,+1-194-865-9576,customer.944.64@sample.com,"670 Main St, Los Angeles, USA"
1087,Customer 772,+1-487-391-1832,customer.772.79@demo.com,"436 Park Ave, Los Angeles, USA"
1089,Customer 11,+1-791-562-1012,customer.11.14@demo.com,"361 Main St, Phoenix, USA"
1046,Customer 465,+1-102-384-5117,customer.465.37@sample.com,"182 Second St, Phoenix, USA"
1029,Customer 563,+1-359-230-1797,customer.563.59@sample.com,"327 Second St, Los Angeles, USA"
1014,Customer 652,+1-540-211-9181,customer.652.52@demo.com,"760 Fourth St, Houston, USA"
